id	GC	Sources
MGYG000226220	45.79103363	Human
MGYG000226240	45.71183028	Human
MGYG000226291	45.12935878	Human
MGYG000226328	49.07523542	Human
MGYG000226384	45.3686103	Human
MGYG000226408	48.55834562	Human
MGYG000226419	42.50113672	Human
MGYG000226437	45.55928414	Human
MGYG000226482	52.42915133	Human
MGYG000226493	49.92222207	Human
MGYG000226504	45.69071283	Human
MGYG000226514	52.13271947	Human
MGYG000226516	55.08132298	Human
MGYG000226523	48.97458873	Human
MGYG000226580	55.95301515	Human
MGYG000226633	45.20686333	Human
MGYG000226672	49.04761884	Human
MGYG000226681	51.32615759	Human
MGYG000226687	45.62754565	Human
MGYG000226749	46.82526792	Human
MGYG000226809	56.43561092	Human
MGYG000226831	48.39460302	Human
MGYG000226879	47.17213717	Human
MGYG000226953	45.39250771	Human
MGYG000226969	46.75740945	Human
MGYG000226973	52.87915767	Human
MGYG000226992	44.92453161	Human
MGYG000226999	51.79395251	Human
MGYG000227006	46.38366767	Human
MGYG000227024	52.74980733	Human
MGYG000227025	48.46433926	Human
MGYG000227041	45.41145366	Human
MGYG000227046	49.87912586	Human
MGYG000227064	45.67597069	Human
MGYG000227080	50.82504984	Human
MGYG000227084	54.8350082	Human
MGYG000227109	49.83781373	Human
MGYG000227142	42.87187815	Human
MGYG000227186	55.29886023	Human
MGYG000227192	45.70310534	Human
MGYG000227206	57.51567687	Human
MGYG000227216	45.59208776	Human
MGYG000227231	53.72997313	Human
MGYG000227246	56.00724204	Human
MGYG000227260	45.41938401	Human
MGYG000227314	47.29616409	Human
MGYG000227323	55.24293647	Human
MGYG000227359	50.01222566	Human
MGYG000227363	44.75409337	Human
MGYG000227398	48.57848824	Human
MGYG000227435	51.26801215	Human
MGYG000227441	50.67674857	Human
MGYG000227485	45.51831588	Human
MGYG000227492	55.89329533	Human
MGYG000227497	44.84542455	Human
MGYG000227537	51.63439894	Human
MGYG000227574	55.20589931	Human
MGYG000227606	47.46566181	Human
MGYG000227618	45.71669717	Human
MGYG000227632	45.64082307	Human
MGYG000227636	55.04751094	Human
MGYG000227648	45.65723994	Human
MGYG000227680	45.29020032	Human
MGYG000227713	46.21214876	Human
MGYG000227716	50.20994519	Human
MGYG000227740	53.51454493	Human
MGYG000227813	50.03401984	Human
MGYG000227815	43.45602223	Human
MGYG000227822	48.23565156	Human
MGYG000227833	47.87841505	Human
MGYG000227841	45.39549667	Human
MGYG000227859	44.91333685	Human
MGYG000227901	51.33347702	Human
MGYG000227940	43.46997798	Human
MGYG000227992	45.55503775	Human
MGYG000228052	43.05448979	Human
MGYG000228110	45.79078534	Human
MGYG000228114	43.87969368	Human
MGYG000228116	48.00614722	Human
MGYG000228123	45.76072505	Human
MGYG000228183	51.38755203	Human
MGYG000228239	51.70236622	Human
MGYG000228245	48.90896159	Human
MGYG000228249	50.28722253	Human
MGYG000228257	50.45703862	Human
MGYG000228258	49.3681533	Human
MGYG000228280	45.34893297	Human
MGYG000228351	52.64335203	Human
MGYG000228396	46.01493527	Human
MGYG000228398	48.31694341	Human
MGYG000228432	45.62403991	Human
MGYG000228454	52.16557148	Human
MGYG000228464	44.89570677	Human
MGYG000228495	42.99801159	Human
MGYG000228506	45.55029619	Human
MGYG000228567	50.64904417	Human
MGYG000228594	41.13726044	Human
MGYG000228676	50.998145	Human
MGYG000228689	45.9095455	Human
MGYG000228697	42.36413659	Human
MGYG000228716	49.71913469	Human
MGYG000228749	46.95423338	Human
MGYG000228777	47.27012565	Human
MGYG000228796	52.39450108	Human
MGYG000228801	45.55639639	Human
MGYG000228822	51.42532973	Human
MGYG000228828	44.96698989	Human
MGYG000228877	50.8978107	Human
MGYG000228884	49.02090061	Human
MGYG000228887	51.01634453	Human
MGYG000228897	45.1877155	Human
MGYG000228898	48.85393538	Human
MGYG000228900	53.14785571	Human
MGYG000228913	50.8501819	Human
MGYG000228950	45.38284912	Human
MGYG000228972	47.31912792	Human
MGYG000228973	49.44024084	Human
MGYG000229038	56.57119921	Human
MGYG000229051	47.97356793	Human
MGYG000229054	46.83079427	Human
MGYG000229062	49.87103361	Human
MGYG000229076	54.65351912	Human
MGYG000229088	52.36381064	Human
MGYG000229120	46.92454478	Human
MGYG000229184	45.73718071	Human
MGYG000229201	46.78742568	Human
MGYG000229285	54.81603832	Human
MGYG000229291	45.49390617	Human
MGYG000229298	45.6104347	Human
MGYG000229374	51.59761675	Human
MGYG000229397	45.43142392	Human
MGYG000229420	43.53332211	Human
MGYG000229453	47.16527863	Human
MGYG000229473	45.49558067	Human
MGYG000229477	45.55310004	Human
MGYG000229478	46.68232641	Human
MGYG000229483	47.70502936	Human
MGYG000229504	45.76190677	Human
MGYG000229528	50.9422974	Human
MGYG000229531	48.07039192	Human
MGYG000229537	51.0250479	Human
MGYG000229557	49.69126256	Human
MGYG000229566	46.65477125	Human
MGYG000229583	51.39639916	Human
MGYG000229638	51.67122379	Human
MGYG000229647	49.99438261	Human
MGYG000229655	45.41431173	Human
MGYG000229679	53.27972423	Human
MGYG000229715	52.17943043	Human
MGYG000229760	46.65706568	Human
MGYG000229786	46.54293304	Human
MGYG000229800	46.52540405	Human
MGYG000229832	45.57696159	Human
MGYG000229834	45.98800802	Human
MGYG000229836	45.56020615	Human
MGYG000229857	45.65038816	Human
MGYG000229901	45.74142074	Human
MGYG000229917	46.43058218	Human
MGYG000229943	43.74117893	Human
MGYG000229957	45.6488171	Human
MGYG000229991	49.92070455	Human
MGYG000230048	39.10484498	Human
MGYG000230075	51.44062068	Human
MGYG000230093	43.78380814	Human
MGYG000230109	50.65999547	Human
MGYG000230146	54.62679837	Human
MGYG000230155	45.1000194	Human
MGYG000230288	45.64856533	Human
MGYG000230326	50.17853439	Human
MGYG000230335	50.80635345	Human
MGYG000230405	55.69637347	Human
MGYG000230413	45.58755875	Human
MGYG000230445	48.32578887	Human
MGYG000230512	51.76475139	Human
MGYG000230524	51.67238918	Human
MGYG000230536	56.72278175	Human
MGYG000230572	45.63088977	Human
MGYG000230580	52.45891819	Human
MGYG000230597	45.80749393	Human
MGYG000230627	50.71214342	Human
MGYG000230651	50.08730989	Human
MGYG000230684	50.1818731	Human
MGYG000230688	52.61771691	Human
MGYG000230788	58.24355226	Human
MGYG000230825	47.19019361	Human
MGYG000230836	44.75659153	Human
MGYG000230863	52.5213073	Human
MGYG000230962	50.65878258	Human
MGYG000230968	50.58232281	Human
MGYG000230976	48.42648062	Human
MGYG000230981	47.02625084	Human
MGYG000230994	47.99290692	Human
MGYG000231004	45.06689445	Human
MGYG000231064	55.30646525	Human
MGYG000231071	43.09011799	Human
MGYG000231098	48.46759208	Human
MGYG000231101	49.48420161	Human
MGYG000231107	44.84705071	Human
MGYG000231152	46.27966356	Human
MGYG000231161	54.66163163	Human
MGYG000231252	49.95919826	Human
MGYG000231265	55.15443488	Human
MGYG000231272	43.68204547	Human
MGYG000231296	44.84701634	Human
MGYG000231297	54.70269093	Human
MGYG000231317	51.47551674	Human
MGYG000231344	47.30158784	Human
MGYG000231366	44.97454825	Human
MGYG000231374	45.27902984	Human
MGYG000231378	46.13992097	Human
MGYG000231454	45.56194286	Human
MGYG000231480	45.82323685	Human
MGYG000231488	46.83356584	Human
MGYG000231489	46.48730474	Human
MGYG000231492	52.24310687	Human
MGYG000231600	47.35945754	Human
MGYG000231611	46.01987695	Human
MGYG000231614	46.81145684	Human
MGYG000231625	49.92801905	Human
MGYG000231635	55.24081789	Human
MGYG000231668	47.81682237	Human
MGYG000231706	55.75872791	Human
MGYG000231751	50.00882251	Human
MGYG000231774	54.87879557	Human
MGYG000231776	50.12076958	Human
MGYG000231826	45.99108659	Human
MGYG000231845	48.59624451	Human
MGYG000231849	45.75499581	Human
MGYG000231852	46.0307165	Human
MGYG000231920	48.50652217	Human
MGYG000231937	44.62175515	Human
MGYG000231966	45.35890779	Human
MGYG000231978	43.18640742	Human
MGYG000232058	45.5418152	Human
MGYG000232076	53.61567625	Human
MGYG000232098	46.83759109	Human
MGYG000232134	47.17539573	Human
MGYG000232175	45.65116156	Human
MGYG000232233	51.06793917	Human
MGYG000232259	49.60903837	Human
MGYG000232287	50.77739232	Human
MGYG000232288	45.4434795	Human
MGYG000232327	51.45318869	Human
MGYG000232343	54.64415107	Human
MGYG000232363	42.39148139	Human
MGYG000232421	56.07196872	Human
MGYG000232431	50.56567568	Human
MGYG000232452	48.64237688	Human
MGYG000232463	45.54751125	Human
MGYG000232474	52.3479144	Human
MGYG000232486	45.54246873	Human
MGYG000232491	50.63845844	Human
MGYG000232515	55.82343379	Human
MGYG000232517	43.3677388	Human
MGYG000232525	45.92514219	Human
MGYG000232545	50.31015773	Human
MGYG000232565	45.48521133	Human
MGYG000232603	51.06207334	Human
MGYG000232616	44.62296194	Human
MGYG000232636	46.43032011	Human
MGYG000232648	45.34814587	Human
MGYG000232682	45.56895054	Human
MGYG000232713	51.43987292	Human
MGYG000232760	50.2456223	Human
MGYG000232783	45.89979049	Human
MGYG000232872	55.78579552	Human
MGYG000232910	45.29242132	Human
MGYG000232932	45.33500678	Human
MGYG000232937	45.44761191	Human
MGYG000232943	52.46740911	Human
MGYG000232971	45.68182893	Human
MGYG000232993	45.81362702	Human
MGYG000232995	45.48395314	Human
MGYG000233005	49.77328814	Human
MGYG000233054	45.57593726	Human
MGYG000233064	54.32950054	Human
MGYG000233066	43.86217208	Human
MGYG000233130	54.08632578	Human
MGYG000233155	51.41746398	Human
MGYG000233174	48.18622982	Human
MGYG000233206	49.99119502	Human
MGYG000233209	46.53499984	Human
MGYG000233226	43.51873292	Human
MGYG000233253	45.13478163	Human
MGYG000233254	45.75699841	Human
MGYG000233263	46.53756499	Human
MGYG000233279	45.36044374	Human
MGYG000233283	54.61204067	Human
MGYG000233288	49.93817441	Human
MGYG000233328	46.03243621	Human
MGYG000233372	47.78809364	Human
MGYG000233443	44.86104713	Human
MGYG000233553	50.12103053	Human
MGYG000233626	45.13628617	Human
MGYG000233628	52.41506807	Human
MGYG000233680	47.29152989	Human
MGYG000233735	50.59507654	Human
MGYG000233798	51.10854205	Human
MGYG000233825	46.36505748	Human
MGYG000233845	48.68449434	Human
MGYG000233850	52.1389266	Human
MGYG000233855	50.67224912	Human
MGYG000233969	50.86472366	Human
MGYG000234046	44.98253884	Human
MGYG000234069	45.7863729	Human
MGYG000234090	50.73061219	Human
MGYG000234133	47.33340209	Human
MGYG000234175	45.75790809	Human
MGYG000234176	47.05892318	Human
MGYG000234197	45.60703832	Human
MGYG000234200	46.00220891	Human
MGYG000234228	43.54335983	Human
MGYG000234245	44.16639768	Human
MGYG000234272	43.14662974	Human
MGYG000234284	44.82234718	Human
MGYG000234309	52.19220269	Human
MGYG000234346	55.2517879	Human
MGYG000234442	45.89741196	Human
MGYG000234465	45.6735091	Human
MGYG000234480	45.81107196	Human
MGYG000234502	50.37253031	Human
MGYG000234512	49.97589393	Human
MGYG000234528	55.50394772	Human
MGYG000234540	46.85181209	Human
MGYG000234559	44.12109164	Human
MGYG000234579	50.66590566	Human
MGYG000234604	50.0920945	Human
MGYG000234640	43.42454834	Human
MGYG000234652	50.53482399	Human
MGYG000234656	50.32672303	Human
MGYG000234666	54.83356995	Human
MGYG000234683	43.28892457	Human
MGYG000234688	46.95283142	Human
MGYG000234737	48.73123451	Human
MGYG000234880	45.36555989	Human
MGYG000234908	50.17270429	Human
MGYG000234979	50.27339569	Human
MGYG000234999	49.0120139	Human
MGYG000235014	51.92132483	Human
MGYG000235018	48.61690137	Human
MGYG000235079	54.49406803	Human
MGYG000235101	45.6616422	Human
MGYG000235106	45.78177565	Human
MGYG000235123	46.45441253	Human
MGYG000235146	51.00419937	Human
MGYG000235227	54.4999789	Human
MGYG000235251	44.51008414	Human
MGYG000235257	45.60654147	Human
MGYG000235273	47.07292057	Human
MGYG000235276	48.42437013	Human
MGYG000235279	45.56994322	Human
MGYG000235306	46.52732989	Human
MGYG000235332	45.18494455	Human
MGYG000235366	55.09879283	Human
MGYG000235390	53.80162466	Human
MGYG000235469	50.77172564	Human
MGYG000235480	46.60837621	Human
MGYG000235537	45.23906463	Human
MGYG000235593	51.0271237	Human
MGYG000235665	45.46236328	Human
MGYG000235742	47.26042033	Human
MGYG000235748	44.97393214	Human
MGYG000235764	44.95540838	Human
MGYG000235798	47.3924794	Human
MGYG000235806	51.07766228	Human
MGYG000235808	51.70565976	Human
MGYG000235833	55.64185643	Human
MGYG000235932	53.14958247	Human
MGYG000235969	45.78240021	Human
MGYG000235981	50.05076407	Human
MGYG000236028	55.15927909	Human
MGYG000236048	48.40937223	Human
MGYG000236058	45.68383929	Human
MGYG000236119	39.10932606	Human
MGYG000236168	50.88576327	Human
MGYG000236180	49.75413824	Human
MGYG000236190	50.01670823	Human
MGYG000236201	45.50890943	Human
MGYG000236246	46.30222776	Human
MGYG000236271	45.11281851	Human
MGYG000236305	54.02900077	Human
MGYG000236370	53.03243709	Human
MGYG000236382	45.82692463	Human
MGYG000236457	42.97614762	Human
MGYG000236477	50.04105357	Human
MGYG000236531	45.10015955	Human
MGYG000236546	52.27493042	Human
MGYG000236563	54.97357613	Human
MGYG000236580	54.4427543	Human
MGYG000236611	48.18679973	Human
MGYG000236625	54.8603408	Human
MGYG000236647	45.37221508	Human
MGYG000236712	51.50806921	Human
MGYG000236748	39.06031171	Human
MGYG000236758	44.54336254	Human
MGYG000236773	54.51059426	Human
MGYG000236787	51.29667251	Human
MGYG000236803	45.29820386	Human
MGYG000236826	47.25635957	Human
MGYG000236868	55.0992581	Human
MGYG000236874	51.45046531	Human
MGYG000236909	47.29173099	Human
MGYG000236937	45.6486718	Human
MGYG000236946	54.38539461	Human
MGYG000236976	47.49560042	Human
MGYG000237003	50.32524348	Human
MGYG000237120	56.23139645	Human
MGYG000237124	49.87478961	Human
MGYG000237143	52.31263524	Human
MGYG000237146	51.24755603	Human
MGYG000237171	48.18410862	Human
MGYG000237183	52.10827844	Human
MGYG000237195	50.35182231	Human
MGYG000237203	50.11724011	Human
MGYG000237263	49.86899481	Human
MGYG000237275	50.22338908	Human
MGYG000237320	46.70134183	Human
MGYG000237332	49.27146915	Human
MGYG000237346	50.61824424	Human
MGYG000237348	45.5543641	Human
MGYG000237353	45.33889031	Human
MGYG000237356	51.35434007	Human
MGYG000237357	53.49104619	Human
MGYG000237500	45.99764885	Human
MGYG000237504	45.90319292	Human
MGYG000237635	45.51431289	Human
MGYG000237687	45.39662533	Human
MGYG000237768	43.78358855	Human
MGYG000237807	54.20763605	Human
MGYG000237808	51.33446601	Human
MGYG000237831	55.00796904	Human
MGYG000237844	46.03363154	Human
MGYG000237887	41.92792502	Human
MGYG000237898	52.61219199	Human
MGYG000237991	55.02290519	Human
MGYG000238047	52.44051463	Human
MGYG000238052	50.59661698	Human
MGYG000238086	50.73563692	Human
MGYG000238176	44.68028048	Human
MGYG000238196	43.82724009	Human
MGYG000238211	50.81299595	Human
MGYG000238216	51.26523123	Human
MGYG000238221	45.32678726	Human
MGYG000238252	46.66848265	Human
MGYG000238269	46.26058746	Human
MGYG000238273	45.12653011	Human
MGYG000238275	45.58001073	Human
MGYG000238279	50.68637571	Human
MGYG000238304	46.16304368	Human
MGYG000238337	45.42582677	Human
MGYG000238353	43.7348987	Human
MGYG000238367	48.14895995	Human
MGYG000238370	45.49962691	Human
MGYG000238383	45.81927685	Human
MGYG000238446	54.79775978	Human
MGYG000238449	45.242542	Human
MGYG000238452	52.14214261	Human
MGYG000238467	49.84380917	Human
MGYG000238474	44.39379088	Human
MGYG000238513	46.35542195	Human
MGYG000238554	45.4392135	Human
MGYG000238562	52.5268816	Human
MGYG000238625	50.08083705	Human
MGYG000238654	49.92681625	Human
MGYG000238662	50.27491465	Human
MGYG000238708	54.98511605	Human
MGYG000238730	50.58877061	Human
MGYG000238746	46.15563064	Human
MGYG000238774	45.40589501	Human
MGYG000238854	46.16515895	Human
MGYG000238871	43.3768319	Human
MGYG000238889	44.84842831	Human
MGYG000238899	39.00018667	Human
MGYG000238906	53.90354567	Human
MGYG000239003	45.90888381	Human
MGYG000239076	50.27266087	Human
MGYG000239094	51.96927052	Human
MGYG000239121	50.04217181	Human
MGYG000239165	56.50612649	Human
MGYG000239222	49.98583565	Human
MGYG000239283	46.48625943	Human
MGYG000239286	52.12873394	Human
MGYG000239289	49.4662771	Human
MGYG000239315	44.98509158	Human
MGYG000239342	51.7635856	Human
MGYG000239344	50.55325035	Human
MGYG000239350	45.40680939	Human
MGYG000239407	46.36739662	Human
MGYG000239410	45.82809705	Human
MGYG000239411	47.59797641	Human
MGYG000239478	46.46372245	Human
MGYG000239494	55.45812351	Human
MGYG000239502	49.8044829	Human
MGYG000239559	45.79180656	Human
MGYG000239582	52.97618123	Human
MGYG000239598	43.48020112	Human
MGYG000239599	50.29495787	Human
MGYG000239624	50.84925106	Human
MGYG000239625	49.8562696	Human
MGYG000239628	53.61004022	Human
MGYG000239650	39.08459755	Human
MGYG000239682	45.99749296	Human
MGYG000239706	45.38579499	Human
MGYG000239744	49.77245491	Human
MGYG000239799	53.27305908	Human
MGYG000239843	50.55747542	Human
MGYG000239867	43.57033215	Human
MGYG000239888	51.1539418	Human
MGYG000239903	49.30991794	Human
MGYG000239912	49.97825217	Human
MGYG000239913	50.44005138	Human
MGYG000239926	50.7594267	Human
MGYG000239934	48.7523463	Human
MGYG000239945	55.37589528	Human
MGYG000239965	45.16778374	Human
MGYG000240034	43.46069974	Human
MGYG000240039	45.40267589	Human
MGYG000240051	45.03878321	Human
MGYG000240092	50.5166586	Human
MGYG000240101	51.9710253	Human
MGYG000240132	45.52898527	Human
MGYG000240149	43.68988567	Human
MGYG000240154	50.79574506	Human
MGYG000240163	45.23168323	Human
MGYG000240198	49.79847642	Human
MGYG000240286	50.37239638	Human
MGYG000240306	54.89280513	Human
MGYG000240311	45.53156394	Human
MGYG000240351	46.24623769	Human
MGYG000240397	44.16802455	Human
MGYG000240398	46.49734744	Human
MGYG000240401	45.7654048	Human
MGYG000240425	51.21150605	Human
MGYG000240538	47.61962795	Human
MGYG000240588	45.63245208	Human
MGYG000240591	49.50204067	Human
MGYG000240619	45.67518016	Human
MGYG000240646	55.76156196	Human
MGYG000240654	46.94434826	Human
MGYG000240656	55.13818008	Human
MGYG000240663	51.80126969	Human
MGYG000240667	55.26279436	Human
MGYG000240701	46.06750527	Human
MGYG000240703	46.01538019	Human
MGYG000240756	54.46348535	Human
MGYG000240801	54.00750202	Human
MGYG000240806	46.05665238	Human
MGYG000240815	45.49090403	Human
MGYG000240838	45.74152179	Human
MGYG000240868	45.54735826	Human
MGYG000240903	51.46497257	Human
MGYG000240935	44.48339896	Human
MGYG000240961	40.75549179	Human
MGYG000240967	48.95961364	Human
MGYG000240985	45.8281534	Human
MGYG000240992	44.68697757	Human
MGYG000241010	46.18496903	Human
MGYG000241060	52.05271538	Human
MGYG000241105	46.38910986	Human
MGYG000241133	46.71575158	Human
MGYG000241211	46.13561472	Human
MGYG000241227	50.17613345	Human
MGYG000241253	45.70093109	Human
MGYG000241261	47.76622748	Human
MGYG000241266	45.00799472	Human
MGYG000241269	47.9925351	Human
MGYG000241275	45.54086096	Human
MGYG000241300	51.71227025	Human
MGYG000241341	55.32135482	Human
MGYG000241360	45.46695996	Human
MGYG000241368	45.55506603	Human
MGYG000241382	46.7288576	Human
MGYG000241404	45.47759402	Human
MGYG000241462	54.90344978	Human
MGYG000241479	47.14907605	Human
MGYG000241512	48.5811602	Human
MGYG000241530	45.78953376	Human
MGYG000241547	55.63054197	Human
MGYG000241562	48.46623447	Human
MGYG000241567	46.8248978	Human
MGYG000241584	45.97117772	Human
MGYG000241609	45.90187887	Human
MGYG000241614	50.16911964	Human
MGYG000241625	45.2805614	Human
MGYG000241661	45.75267412	Human
MGYG000241673	50.44712198	Human
MGYG000241683	49.70086221	Human
MGYG000241710	54.73975742	Human
MGYG000241751	50.45619357	Human
MGYG000241753	51.23743875	Human
MGYG000241754	51.59671133	Human
MGYG000241807	45.06567087	Human
MGYG000241819	44.8830556	Human
MGYG000241838	46.06439504	Human
MGYG000241882	45.44542613	Human
MGYG000241909	57.54941871	Human
MGYG000241957	50.59088283	Human
MGYG000241961	46.55765601	Human
MGYG000241977	44.49432513	Human
MGYG000241984	45.62952654	Human
MGYG000242024	49.68976865	Human
MGYG000242036	46.29421561	Human
MGYG000242044	43.14262413	Human
MGYG000242054	52.42915133	Human
MGYG000242160	52.75700126	Human
MGYG000242166	45.31236203	Human
MGYG000242172	46.25742392	Human
MGYG000242201	44.71305731	Human
MGYG000242234	51.67224993	Human
MGYG000242333	49.9280898	Human
MGYG000242334	45.19598841	Human
MGYG000242346	38.58706599	Human
MGYG000242354	57.15586343	Human
MGYG000242405	56.66380012	Human
MGYG000242416	55.14526451	Human
MGYG000242442	46.12783472	Human
MGYG000242473	54.95142586	Human
MGYG000242489	51.84628745	Human
MGYG000242492	53.70434781	Human
MGYG000242529	52.08982637	Human
MGYG000242546	46.38965711	Human
MGYG000242557	46.21681726	Human
MGYG000242616	43.27996872	Human
MGYG000242622	45.72066753	Human
MGYG000242650	51.14902672	Human
MGYG000242667	45.36171281	Human
MGYG000242700	45.20104414	Human
MGYG000242741	45.52364969	Human
MGYG000242784	45.3823319	Human
MGYG000242833	44.78555268	Human
MGYG000242848	45.70476592	Human
MGYG000242849	52.41874365	Human
MGYG000242852	45.26784586	Human
MGYG000242920	55.20437042	Human
MGYG000242941	42.55110709	Human
MGYG000242962	52.1468466	Human
MGYG000242965	45.95804009	Human
MGYG000242980	45.17087915	Human
MGYG000242981	46.08542395	Human
MGYG000242988	52.5236299	Human
MGYG000243004	52.59845794	Human
MGYG000243033	51.53118026	Human
MGYG000243041	54.5454068	Human
MGYG000243048	51.3396655	Human
MGYG000243094	43.38791077	Human
MGYG000243159	46.38752245	Human
MGYG000243193	45.53649208	Human
MGYG000243196	50.38143322	Human
MGYG000243205	45.96002892	Human
MGYG000243224	44.70628329	Human
MGYG000243233	47.86864258	Human
MGYG000243261	49.85213001	Human
MGYG000243294	46.1743792	Human
MGYG000243297	49.71008844	Human
MGYG000243306	54.47284446	Human
MGYG000243312	49.89605952	Human
MGYG000243343	42.06756286	Human
MGYG000243354	46.5679793	Human
MGYG000243388	55.15694593	Human
MGYG000243412	46.32903526	Human
MGYG000243442	50.58502924	Human
MGYG000243491	48.03892921	Human
MGYG000243502	49.78715167	Human
MGYG000243510	52.36889771	Human
MGYG000243572	45.54462186	Human
MGYG000243579	44.18375663	Human
MGYG000243584	55.6812296	Human
MGYG000243621	56.50742422	Human
MGYG000243688	55.59026423	Human
MGYG000243691	55.94546463	Human
MGYG000243713	48.21960116	Human
MGYG000243747	45.04253703	Human
MGYG000243795	52.02074685	Human
MGYG000243812	51.41456415	Human
MGYG000243833	45.44558139	Human
MGYG000243852	47.2535211	Human
MGYG000243879	48.68850635	Human
MGYG000243883	50.34285677	Human
MGYG000243890	39.10384873	Human
MGYG000243931	55.45104849	Human
MGYG000243966	45.60325745	Human
MGYG000243992	46.10819687	Human
MGYG000244062	49.57047511	Human
MGYG000244072	51.90814389	Human
MGYG000244118	45.2915919	Human
MGYG000244120	45.55889322	Human
MGYG000244145	46.43673968	Human
MGYG000244194	50.21993153	Human
MGYG000244196	51.88428721	Human
MGYG000244202	48.38645973	Human
MGYG000244204	56.49105813	Human
MGYG000244212	45.59367745	Human
MGYG000244257	48.61321917	Human
MGYG000244269	49.72108488	Human
MGYG000244279	51.34874434	Human
MGYG000244298	45.37564554	Human
MGYG000244308	44.87480952	Human
MGYG000244356	50.04921815	Human
MGYG000244391	53.70170805	Human
MGYG000244399	45.89080177	Human
MGYG000244414	51.21806321	Human
MGYG000244442	45.61556336	Human
MGYG000244470	45.76351491	Human
MGYG000244480	51.83154793	Human
MGYG000244491	49.19246297	Human
MGYG000244495	53.36025084	Human
MGYG000244498	44.61749251	Human
MGYG000244512	51.73701906	Human
MGYG000244540	45.3617984	Human
MGYG000244561	46.18512071	Human
MGYG000244624	45.75890107	Human
MGYG000244653	45.25658853	Human
MGYG000244661	47.06039529	Human
MGYG000244663	52.54189128	Human
MGYG000244667	53.2000303	Human
MGYG000244748	44.08704516	Human
MGYG000244776	46.48657233	Human
MGYG000244883	53.09430169	Human
MGYG000244916	45.69197413	Human
MGYG000244930	48.76738051	Human
MGYG000244943	49.30936982	Human
MGYG000245010	45.48171758	Human
MGYG000245012	45.45400894	Human
MGYG000245029	45.89228129	Human
MGYG000245035	45.10848392	Human
MGYG000245049	45.32581592	Human
MGYG000245111	47.67439794	Human
MGYG000245120	46.53818555	Human
MGYG000245126	54.01127279	Human
MGYG000245150	46.72522119	Human
MGYG000245173	46.68950436	Human
MGYG000245176	51.71498634	Human
MGYG000245201	45.0758905	Human
MGYG000245230	45.15514657	Human
MGYG000245264	45.65815651	Human
MGYG000245272	44.24027585	Human
MGYG000245336	51.72844428	Human
MGYG000245338	48.68853338	Human
MGYG000245375	43.47377769	Human
MGYG000245418	45.05369282	Human
MGYG000245428	50.19184896	Human
MGYG000245438	50.93258474	Human
MGYG000245496	45.66148651	Human
MGYG000245508	46.74630516	Human
MGYG000245534	45.6886394	Human
MGYG000245537	46.08393294	Human
MGYG000245604	45.41586927	Human
MGYG000245621	46.84225246	Human
MGYG000245658	55.55693512	Human
MGYG000245661	48.62942415	Human
MGYG000245680	47.98896869	Human
MGYG000245703	45.67013904	Human
MGYG000245743	45.4036409	Human
MGYG000245774	42.79091321	Human
MGYG000245785	45.78821558	Human
MGYG000245805	47.50027129	Human
MGYG000245859	53.7591583	Human
MGYG000245865	45.93719066	Human
MGYG000245907	55.68953082	Human
MGYG000245949	55.50391312	Human
MGYG000245960	42.90716711	Human
MGYG000245994	45.8666466	Human
MGYG000246001	55.22400877	Human
MGYG000246044	55.2255435	Human
MGYG000246114	43.73170832	Human
MGYG000246115	46.02259521	Human
MGYG000246145	56.27945076	Human
MGYG000246152	45.67198598	Human
MGYG000246154	55.19900566	Human
MGYG000246162	45.42961301	Human
MGYG000246195	48.51443005	Human
MGYG000246211	45.38787815	Human
MGYG000246225	56.23583082	Human
MGYG000246239	45.67817504	Human
MGYG000246253	45.65149653	Human
MGYG000246260	50.95390681	Human
MGYG000246267	45.0008012	Human
MGYG000246339	54.24745763	Human
MGYG000246373	51.48487242	Human
MGYG000246374	45.57449881	Human
MGYG000246378	55.07266359	Human
MGYG000246436	49.62070981	Human
MGYG000246498	45.17324631	Human
MGYG000246549	50.41252241	Human
MGYG000246573	46.15133525	Human
MGYG000246606	51.44509364	Human
MGYG000246655	45.70303995	Human
MGYG000246657	53.64468276	Human
MGYG000246709	43.71706254	Human
MGYG000246721	45.61486052	Human
MGYG000246745	46.01341117	Human
MGYG000246774	42.46618478	Human
MGYG000246789	50.64950386	Human
MGYG000246792	49.99706133	Human
MGYG000246795	50.63141182	Human
MGYG000246830	50.98119	Human
MGYG000246843	45.62803909	Human
MGYG000246853	52.17541967	Human
MGYG000246860	46.82294739	Human
MGYG000246862	44.85053787	Human
MGYG000246868	46.00524139	Human
MGYG000246874	46.4225729	Human
MGYG000246888	54.77085497	Human
MGYG000246890	56.14369133	Human
MGYG000246930	54.78736673	Human
MGYG000246950	45.85109228	Human
MGYG000246965	51.07931995	Human
MGYG000246990	46.11920169	Human
MGYG000247050	45.01028306	Human
MGYG000247087	43.23051521	Human
MGYG000247103	45.28442294	Human
MGYG000247150	50.43202541	Human
MGYG000247215	50.37445435	Human
MGYG000247262	46.13322278	Human
MGYG000247266	49.90900578	Human
MGYG000247292	53.62142438	Human
MGYG000247369	54.58856744	Human
MGYG000247427	48.35772988	Human
MGYG000247485	54.98799585	Human
MGYG000247498	45.9649006	Human
MGYG000247525	46.16147535	Human
MGYG000247537	45.39207231	Human
MGYG000247540	45.83735913	Human
